timestamp,body_temperature_C,pulse_bpm,motion_level_0_1,pad1_pwm_0_100,pad2_pwm_0_100
2026-02-17 07:12:46.516921,36.539,81,0.709,53,63
2026-02-17 07:12:51.516921,36.525,73,0.163,35,12
2026-02-17 07:12:56.516921,36.488,75,0.321,15,17
2026-02-17 07:13:01.516921,36.539,74,0.232,58,55
2026-02-17 07:13:06.516921,36.522,75,0.253,26,21
2026-02-17 07:13:11.516921,36.519,76,0.295,24,13
2026-02-17 07:13:16.516921,36.508,71,0.079,32,23
2026-02-17 07:13:21.516921,36.484,70,0.032,26,12
2026-02-17 07:13:26.516921,36.51,77,0.408,79,46
2026-02-17 07:13:31.516921,36.509,74,0.221,28,29
2026-02-17 07:13:36.516921,36.464,75,0.413,27,20
2026-02-17 07:13:41.516921,36.493,73,0.243,52,63
2026-02-17 07:13:46.516921,36.497,75,0.103,69,64
2026-02-17 07:13:51.516921,36.544,71,0.145,53,55
2026-02-17 07:13:56.516921,36.554,76,0.217,14,18
2026-02-17 07:14:01.516921,36.562,69,0.067,34,27
2026-02-17 07:14:06.516921,36.532,71,0.161,36,22
2026-02-17 07:14:11.516921,36.525,72,0.277,26,20
2026-02-17 07:14:16.516921,36.526,75,0.378,13,22
2026-02-17 07:14:21.516921,36.527,75,0.261,10,20
2026-02-17 07:14:26.516921,36.523,72,0.129,21,14
2026-02-17 07:14:31.516921,36.528,73,0.138,37,16
2026-02-17 07:14:36.516921,36.519,67,0.061,37,34
2026-02-17 07:14:41.516921,36.514,74,0.265,27,11
2026-02-17 07:14:46.516921,36.505,74,0.185,21,17
2026-02-17 07:14:51.516921,36.505,72,0.137,28,15
2026-02-17 07:14:56.516921,36.519,73,0.248,26,39
2026-02-17 07:15:01.516921,36.528,85,0.84,23,19
2026-02-17 07:15:06.516921,36.517,72,0.284,30,29
2026-02-17 07:15:11.516921,36.507,76,0.353,22,17
2026-02-17 07:15:16.516921,36.523,71,0.126,14,14
2026-02-17 07:15:21.516921,36.535,73,0.278,36,23
2026-02-17 07:15:26.516921,36.522,75,0.318,27,15
2026-02-17 07:15:31.516921,36.511,70,0.164,17,20
2026-02-17 07:15:36.516921,36.477,75,0.21,39,30
2026-02-17 07:15:41.516921,36.503,82,0.803,56,58
2026-02-17 07:15:46.516921,36.49,73,0.307,12,10
2026-02-17 07:15:51.516921,36.55,86,1.0,53,49
2026-02-17 07:15:56.516921,36.553,74,0.25,34,28
2026-02-17 07:16:01.516921,36.523,71,0.135,32,14
2026-02-17 07:16:06.516921,36.501,75,0.27,35,13
2026-02-17 07:16:11.516921,36.468,83,0.84,21,12
2026-02-17 07:16:16.516921,36.502,75,0.212,72,48
2026-02-17 07:16:21.516921,36.468,71,0.197,33,19
2026-02-17 07:16:26.516921,36.503,70,0.139,58,44
2026-02-17 07:16:31.516921,36.499,76,0.328,34,36
2026-02-17 07:16:36.516921,36.501,74,0.284,55,40
2026-02-17 07:16:41.516921,36.486,67,0.105,24,28
2026-02-17 07:16:46.516921,36.539,73,0.194,61,52
2026-02-17 07:16:51.516921,36.498,72,0.27,29,11
2026-02-17 07:16:56.516921,36.525,73,0.192,57,68
2026-02-17 07:17:01.516921,36.495,70,0.223,39,20
2026-02-17 07:17:06.516921,36.548,74,0.249,78,52
2026-02-17 07:17:11.516921,36.54,71,0.083,15,28
2026-02-17 07:17:16.516921,36.523,72,0.249,21,34
2026-02-17 07:17:21.516921,36.544,76,0.34,39,36
2026-02-17 07:17:26.516921,36.475,73,0.188,21,37
2026-02-17 07:17:31.516921,36.475,72,0.255,79,53
2026-02-17 07:17:36.516921,36.482,63,0.161,53,53
2026-02-17 07:17:41.516921,36.521,74,0.033,64,59
2026-02-17 07:17:46.516921,36.54,73,0.232,39,29
2026-02-17 07:17:51.516921,36.514,74,0.219,10,22
2026-02-17 07:17:56.516921,36.49,74,0.334,38,28
2026-02-17 07:18:01.516921,36.561,73,0.16,68,56
2026-02-17 07:18:06.516921,36.564,73,0.266,36,15
2026-02-17 07:18:11.516921,36.528,71,0.192,34,21
2026-02-17 07:18:16.516921,36.551,74,0.319,31,19
2026-02-17 07:18:21.516921,36.529,75,0.242,30,20
2026-02-17 07:18:26.516921,36.504,69,0.2,26,15
2026-02-17 07:18:31.516921,36.482,75,0.24,25,17
2026-02-17 07:18:36.516921,36.504,71,0.12,63,44
2026-02-17 07:18:41.516921,36.479,72,0.179,11,15
2026-02-17 07:18:46.516921,36.51,72,0.148,60,58
2026-02-17 07:18:51.516921,36.517,70,0.335,25,32
2026-02-17 07:18:56.516921,36.485,74,0.328,24,21
2026-02-17 07:19:01.516921,36.533,74,0.285,73,61
2026-02-17 07:19:06.516921,36.507,73,0.191,13,37
2026-02-17 07:19:11.516921,36.472,72,0.035,17,11
2026-02-17 07:19:16.516921,36.523,70,0.027,72,68
2026-02-17 07:19:21.516921,36.536,74,0.361,39,10
2026-02-17 07:19:26.516921,36.562,75,0.336,22,32
2026-02-17 07:19:31.516921,36.555,69,0.175,30,37
2026-02-17 07:19:36.516921,36.546,74,0.253,10,38
2026-02-17 07:19:41.516921,36.569,72,0.218,35,17
2026-02-17 07:19:46.516921,36.568,77,0.568,31,37
2026-02-17 07:19:51.516921,36.532,69,0.13,26,15
2026-02-17 07:19:56.516921,36.505,73,0.209,18,36
2026-02-17 07:20:01.516921,36.508,81,0.769,31,36
2026-02-17 07:20:06.516921,36.51,72,0.316,37,28
2026-02-17 07:20:11.516921,36.51,72,0.168,21,11
2026-02-17 07:20:16.516921,36.498,74,0.18,36,27
2026-02-17 07:20:21.516921,36.549,73,0.275,53,66
2026-02-17 07:20:26.516921,36.526,75,0.232,32,10
2026-02-17 07:20:31.516921,36.513,70,0.031,34,34
2026-02-17 07:20:36.516921,36.525,74,0.29,32,38
2026-02-17 07:20:41.516921,36.485,70,0.174,17,24
2026-02-17 07:20:46.516921,36.503,71,0.029,66,42
2026-02-17 07:20:51.516921,36.511,73,0.302,33,19
2026-02-17 07:20:56.516921,36.535,74,0.2,35,17
2026-02-17 07:21:01.516921,36.544,67,0.061,20,18
2026-02-17 07:21:06.516921,36.524,74,0.291,21,16
2026-02-17 07:21:11.516921,36.497,71,0.228,14,24
2026-02-17 07:21:16.516921,36.533,69,0.118,55,53
2026-02-17 07:21:21.516921,36.532,70,0.151,25,30
2026-02-17 07:21:26.516921,36.564,78,0.453,32,32
2026-02-17 07:21:31.516921,36.596,71,0.247,22,17
2026-02-17 07:21:36.516921,36.571,71,0.206,24,26
2026-02-17 07:21:41.516921,36.56,72,0.107,30,27
2026-02-17 07:21:46.516921,36.546,76,0.274,19,24
2026-02-17 07:21:51.516921,36.542,67,0.139,36,24
2026-02-17 07:21:56.516921,36.539,72,0.102,38,14
2026-02-17 07:22:01.516921,36.526,75,0.396,15,15
2026-02-17 07:22:06.516921,36.534,74,0.322,18,15
2026-02-17 07:22:11.516921,36.528,77,0.241,34,19
2026-02-17 07:22:16.516921,36.537,76,0.385,14,26
2026-02-17 07:22:21.516921,36.558,73,0.227,33,25
2026-02-17 07:22:26.516921,36.567,70,0.091,12,17
2026-02-17 07:22:31.516921,36.569,69,0.019,34,22
2026-02-17 07:22:36.516921,36.544,76,0.382,27,25
2026-02-17 07:22:41.516921,36.567,72,0.111,18,17
2026-02-17 07:22:46.516921,36.571,78,0.254,14,16
2026-02-17 07:22:51.516921,36.575,71,0.083,37,23
2026-02-17 07:22:56.516921,36.556,75,0.221,23,26
2026-02-17 07:23:01.516921,36.521,74,0.162,16,25
2026-02-17 07:23:06.516921,36.529,71,0.058,12,17
2026-02-17 07:23:11.516921,36.528,73,0.184,17,34
2026-02-17 07:23:16.516921,36.525,72,0.261,27,23
2026-02-17 07:23:21.516921,36.51,72,0.222,28,23
2026-02-17 07:23:26.516921,36.528,69,0.171,39,36
2026-02-17 07:23:31.516921,36.496,75,0.209,20,21
2026-02-17 07:23:36.516921,36.481,76,0.369,53,56
2026-02-17 07:23:41.516921,36.507,69,0.146,60,67
2026-02-17 07:23:46.516921,36.485,74,0.414,39,21
2026-02-17 07:23:51.516921,36.51,72,0.21,65,69
2026-02-17 07:23:56.516921,36.498,75,0.304,25,33
2026-02-17 07:24:01.516921,36.542,72,0.186,69,56
2026-02-17 07:24:06.516921,36.53,72,0.26,10,34
2026-02-17 07:24:11.516921,36.542,71,0.269,35,28
2026-02-17 07:24:16.516921,36.527,76,0.375,27,14
2026-02-17 07:24:21.516921,36.517,68,0.113,16,12
2026-02-17 07:24:26.516921,36.551,77,0.271,37,23
2026-02-17 07:24:31.516921,36.579,74,0.215,27,30
2026-02-17 07:24:36.516921,36.565,76,0.226,18,16
2026-02-17 07:24:41.516921,36.581,76,0.229,14,28
2026-02-17 07:24:46.516921,36.56,74,0.183,21,14
2026-02-17 07:24:51.516921,36.564,71,0.182,34,23
2026-02-17 07:24:56.516921,36.511,74,0.14,18,12
2026-02-17 07:25:01.516921,36.516,74,0.182,12,30
2026-02-17 07:25:06.516921,36.517,74,0.224,38,16
2026-02-17 07:25:11.516921,36.505,73,0.027,35,13
2026-02-17 07:25:16.516921,36.462,69,0.026,28,21
2026-02-17 07:25:21.516921,36.5,72,0.197,70,43
2026-02-17 07:25:26.516921,36.497,76,0.275,35,17
2026-02-17 07:25:31.516921,36.542,67,0.086,70,65
2026-02-17 07:25:36.516921,36.57,67,0.075,23,15
2026-02-17 07:25:41.516921,36.573,69,0.14,32,10
2026-02-17 07:25:46.516921,36.528,73,0.204,12,29
2026-02-17 07:25:51.516921,36.553,70,0.082,26,20
2026-02-17 07:25:56.516921,36.527,70,0.04,32,11
2026-02-17 07:26:01.516921,36.549,74,0.303,21,33
2026-02-17 07:26:06.516921,36.529,75,0.159,14,34
2026-02-17 07:26:11.516921,36.554,74,0.147,23,19
2026-02-17 07:26:16.516921,36.564,71,0.225,28,37
2026-02-17 07:26:21.516921,36.582,75,0.265,33,37
2026-02-17 07:26:26.516921,36.58,81,0.859,10,21
2026-02-17 07:26:31.516921,36.553,71,0.187,19,20
2026-02-17 07:26:36.516921,36.556,71,0.016,19,21
2026-02-17 07:26:41.516921,36.594,74,0.239,35,37
2026-02-17 07:26:46.516921,36.585,75,0.303,23,29
2026-02-17 07:26:51.516921,36.595,73,0.308,22,19
2026-02-17 07:26:56.516921,36.58,74,0.23,31,14
2026-02-17 07:27:01.516921,36.578,79,0.736,36,23
2026-02-17 07:27:06.516921,36.63,74,0.253,16,30
2026-02-17 07:27:11.516921,36.612,72,0.181,33,11
2026-02-17 07:27:16.516921,36.574,73,0.164,15,34
2026-02-17 07:27:21.516921,36.521,73,0.193,21,23
2026-02-17 07:27:26.516921,36.497,75,0.197,36,22
2026-02-17 07:27:31.516921,36.566,72,0.319,72,46
2026-02-17 07:27:36.516921,36.555,77,0.279,38,36
2026-02-17 07:27:41.516921,36.555,71,0.145,34,27
2026-02-17 07:27:46.516921,36.535,69,0.011,25,12
2026-02-17 07:27:51.516921,36.529,74,0.343,36,20
2026-02-17 07:27:56.516921,36.552,71,0.188,37,28
2026-02-17 07:28:01.516921,36.562,72,0.213,11,20
2026-02-17 07:28:06.516921,36.585,73,0.348,10,31
2026-02-17 07:28:11.516921,36.581,79,0.391,10,17
2026-02-17 07:28:16.516921,36.585,70,0.292,14,23
2026-02-17 07:28:21.516921,36.565,67,0.018,13,13
2026-02-17 07:28:26.516921,36.561,77,0.212,28,30
2026-02-17 07:28:31.516921,36.54,76,0.336,31,23
2026-02-17 07:28:36.516921,36.518,73,0.255,13,17
2026-02-17 07:28:41.516921,36.532,68,0.197,10,23
2026-02-17 07:28:46.516921,36.539,74,0.106,25,25
2026-02-17 07:28:51.516921,36.511,72,0.188,36,32
2026-02-17 07:28:56.516921,36.513,77,0.319,33,19
2026-02-17 07:29:01.516921,36.514,73,0.169,27,25
2026-02-17 07:29:06.516921,36.494,75,0.33,28,13
2026-02-17 07:29:11.516921,36.53,78,0.348,58,62
2026-02-17 07:29:16.516921,36.521,71,0.0,20,37
2026-02-17 07:29:21.516921,36.498,73,0.098,23,28
2026-02-17 07:29:26.516921,36.54,74,0.107,54,54
2026-02-17 07:29:31.516921,36.514,73,0.219,19,20
2026-02-17 07:29:36.516921,36.471,79,0.508,10,21
2026-02-17 07:29:41.516921,36.508,72,0.205,77,46
2026-02-17 07:29:46.516921,36.51,74,0.215,16,22
2026-02-17 07:29:51.516921,36.503,74,0.313,39,29
2026-02-17 07:29:56.516921,36.469,75,0.182,20,14
2026-02-17 07:30:01.516921,36.507,73,0.237,69,47
2026-02-17 07:30:06.516921,36.495,74,0.293,14,21
2026-02-17 07:30:11.516921,36.535,72,0.142,74,52
2026-02-17 07:30:16.516921,36.505,73,0.204,11,11
2026-02-17 07:30:21.516921,36.528,81,0.641,10,15
2026-02-17 07:30:26.516921,36.508,75,0.314,22,32
2026-02-17 07:30:31.516921,36.501,73,0.256,27,20
2026-02-17 07:30:36.516921,36.52,82,0.847,26,38
2026-02-17 07:30:41.516921,36.551,73,0.122,23,21
2026-02-17 07:30:46.516921,36.576,74,0.229,29,36
2026-02-17 07:30:51.516921,36.566,73,0.112,22,28
2026-02-17 07:30:56.516921,36.553,71,0.124,39,13
2026-02-17 07:31:01.516921,36.502,74,0.219,30,14
2026-02-17 07:31:06.516921,36.48,70,0.064,33,16
2026-02-17 07:31:11.516921,36.498,73,0.129,73,52
2026-02-17 07:31:16.516921,36.513,69,0.174,70,50
2026-02-17 07:31:21.516921,36.535,72,0.185,35,14
2026-02-17 07:31:26.516921,36.56,75,0.483,20,14
2026-02-17 07:31:31.516921,36.539,78,0.459,26,20
2026-02-17 07:31:36.516921,36.544,72,0.287,37,23
2026-02-17 07:31:41.516921,36.583,70,0.182,39,11
2026-02-17 07:31:46.516921,36.58,73,0.14,21,23
2026-02-17 07:31:51.516921,36.568,71,0.074,28,22
2026-02-17 07:31:56.516921,36.594,76,0.351,32,27
2026-02-17 07:32:01.516921,36.573,68,0.111,25,30
2026-02-17 07:32:06.516921,36.596,70,0.108,18,28
2026-02-17 07:32:11.516921,36.576,73,0.122,24,28
2026-02-17 07:32:16.516921,36.545,74,0.327,34,15
2026-02-17 07:32:21.516921,36.542,72,0.117,25,21
2026-02-17 07:32:26.516921,36.55,79,0.321,28,19
2026-02-17 07:32:31.516921,36.536,75,0.319,25,32
2026-02-17 07:32:36.516921,36.526,68,0.107,32,32
2026-02-17 07:32:41.516921,36.558,67,0.096,34,29
2026-02-17 07:32:46.516921,36.55,72,0.215,15,19
2026-02-17 07:32:51.516921,36.515,75,0.28,16,29
2026-02-17 07:32:56.516921,36.512,70,0.061,14,36
2026-02-17 07:33:01.516921,36.488,74,0.227,31,33
2026-02-17 07:33:06.516921,36.469,74,0.315,59,42
2026-02-17 07:33:11.516921,36.49,72,0.237,52,46
2026-02-17 07:33:16.516921,36.539,73,0.204,77,64
2026-02-17 07:33:21.516921,36.49,73,0.088,13,39
2026-02-17 07:33:26.516921,36.511,68,0.23,50,49
2026-02-17 07:33:31.516921,36.526,72,0.183,25,37
2026-02-17 07:33:36.516921,36.505,76,0.211,34,39
2026-02-17 07:33:41.516921,36.483,70,0.085,14,35
2026-02-17 07:33:46.516921,36.492,66,0.123,58,63
2026-02-17 07:33:51.516921,36.539,72,0.196,78,48
2026-02-17 07:33:56.516921,36.537,72,0.122,23,25
2026-02-17 07:34:01.516921,36.499,70,0.155,28,17
2026-02-17 07:34:06.516921,36.525,71,0.084,72,51
2026-02-17 07:34:11.516921,36.531,70,0.163,19,23
2026-02-17 07:34:16.516921,36.51,74,0.147,28,17
2026-02-17 07:34:21.516921,36.477,71,0.102,10,36
2026-02-17 07:34:26.516921,36.522,68,0.0,77,68
2026-02-17 07:34:31.516921,36.54,74,0.326,18,10
2026-02-17 07:34:36.516921,36.558,73,0.212,30,27
2026-02-17 07:34:41.516921,36.519,71,0.018,15,12
2026-02-17 07:34:46.516921,36.488,71,0.22,20,20
2026-02-17 07:34:51.516921,36.546,72,0.193,67,45
2026-02-17 07:34:56.516921,36.56,75,0.198,20,20
2026-02-17 07:35:01.516921,36.541,74,0.283,25,18
2026-02-17 07:35:06.516921,36.548,73,0.255,11,37
2026-02-17 07:35:11.516921,36.575,73,0.206,37,33
2026-02-17 07:35:16.516921,36.603,77,0.302,38,25
2026-02-17 07:35:21.516921,36.616,70,0.069,10,15
2026-02-17 07:35:26.516921,36.611,72,0.134,21,16
2026-02-17 07:35:31.516921,36.607,76,0.299,36,27
2026-02-17 07:35:36.516921,36.584,75,0.277,34,27
2026-02-17 07:35:41.516921,36.56,72,0.118,10,27
2026-02-17 07:35:46.516921,36.51,70,0.233,11,27
2026-02-17 07:35:51.516921,36.542,74,0.226,28,33
2026-02-17 07:35:56.516921,36.487,74,0.213,19,33
2026-02-17 07:36:01.516921,36.523,72,0.09,70,43
2026-02-17 07:36:06.516921,36.489,68,0.065,27,31
2026-02-17 07:36:11.516921,36.488,76,0.283,69,51
2026-02-17 07:36:16.516921,36.516,70,0.045,69,48
2026-02-17 07:36:21.516921,36.495,71,0.116,18,19
2026-02-17 07:36:26.516921,36.514,74,0.093,76,41
2026-02-17 07:36:31.516921,36.516,68,0.222,26,24
2026-02-17 07:36:36.516921,36.517,74,0.402,21,30
2026-02-17 07:36:41.516921,36.507,73,0.212,34,17
2026-02-17 07:36:46.516921,36.49,72,0.182,37,12
2026-02-17 07:36:51.516921,36.509,75,0.278,67,42
2026-02-17 07:36:56.516921,36.492,73,0.243,30,13
2026-02-17 07:37:01.516921,36.538,68,0.0,77,57
2026-02-17 07:37:06.516921,36.558,76,0.166,31,15
2026-02-17 07:37:11.516921,36.51,71,0.12,14,31
2026-02-17 07:37:16.516921,36.479,78,0.744,15,27
2026-02-17 07:37:21.516921,36.522,68,0.136,50,64
2026-02-17 07:37:26.516921,36.487,73,0.144,28,27
2026-02-17 07:37:31.516921,36.531,72,0.171,63,51
2026-02-17 07:37:36.516921,36.525,79,0.662,23,18
2026-02-17 07:37:41.516921,36.484,72,0.181,21,27
2026-02-17 07:37:46.516921,36.523,75,0.344,68,61
2026-02-17 07:37:51.516921,36.494,72,0.153,24,11
2026-02-17 07:37:56.516921,36.541,73,0.274,73,59
2026-02-17 07:38:01.516921,36.555,74,0.369,12,14
2026-02-17 07:38:06.516921,36.555,71,0.286,12,30
2026-02-17 07:38:11.516921,36.528,70,0.143,17,24
2026-02-17 07:38:16.516921,36.526,74,0.154,29,28
2026-02-17 07:38:21.516921,36.54,73,0.234,23,23
2026-02-17 07:38:26.516921,36.539,69,0.149,17,31
2026-02-17 07:38:31.516921,36.536,72,0.378,23,32
2026-02-17 07:38:36.516921,36.528,71,0.098,28,19
2026-02-17 07:38:41.516921,36.526,73,0.274,38,16
2026-02-17 07:38:46.516921,36.514,73,0.175,37,18
2026-02-17 07:38:51.516921,36.505,72,0.301,16,36
2026-02-17 07:38:56.516921,36.5,77,0.429,25,11
2026-02-17 07:39:01.516921,36.498,74,0.186,10,29
2026-02-17 07:39:06.516921,36.489,75,0.386,59,40
2026-02-17 07:39:11.516921,36.518,72,0.117,59,62
2026-02-17 07:39:16.516921,36.565,69,0.026,34,26
2026-02-17 07:39:21.516921,36.552,73,0.17,22,11
2026-02-17 07:39:26.516921,36.581,72,0.197,29,12
2026-02-17 07:39:31.516921,36.555,71,0.171,16,24
2026-02-17 07:39:36.516921,36.532,77,0.329,10,26
2026-02-17 07:39:41.516921,36.475,69,0.151,34,27
2026-02-17 07:39:46.516921,36.494,74,0.307,54,53
2026-02-17 07:39:51.516921,36.516,73,0.032,50,59
2026-02-17 07:39:56.516921,36.52,71,0.137,12,19
2026-02-17 07:40:01.516921,36.548,72,0.215,16,21
2026-02-17 07:40:06.516921,36.567,78,0.31,30,21
2026-02-17 07:40:11.516921,36.55,72,0.13,24,13
2026-02-17 07:40:16.516921,36.543,79,0.356,33,17
2026-02-17 07:40:21.516921,36.563,75,0.421,39,34
2026-02-17 07:40:26.516921,36.544,73,0.281,11,13
2026-02-17 07:40:31.516921,36.519,67,0.0,25,18
2026-02-17 07:40:36.516921,36.523,78,0.46,21,37
2026-02-17 07:40:41.516921,36.506,71,0.184,18,39
2026-02-17 07:40:46.516921,36.522,74,0.204,19,10
2026-02-17 07:40:51.516921,36.553,71,0.11,27,20
2026-02-17 07:40:56.516921,36.55,69,0.0,33,32
2026-02-17 07:41:01.516921,36.537,74,0.184,12,14
2026-02-17 07:41:06.516921,36.523,74,0.439,26,38
2026-02-17 07:41:11.516921,36.492,72,0.162,34,19
2026-02-17 07:41:16.516921,36.535,70,0.0,68,48
2026-02-17 07:41:21.516921,36.55,76,0.311,39,34
2026-02-17 07:41:26.516921,36.556,68,0.05,10,32
2026-02-17 07:41:31.516921,36.518,73,0.247,11,21
2026-02-17 07:41:36.516921,36.53,75,0.261,16,26
2026-02-17 07:41:41.516921,36.527,71,0.149,13,23
2026-02-17 07:41:46.516921,36.546,71,0.238,24,16
2026-02-17 07:41:51.516921,36.545,72,0.062,19,14
2026-02-17 07:41:56.516921,36.526,74,0.301,37,14
2026-02-17 07:42:01.516921,36.534,75,0.163,31,25
2026-02-17 07:42:06.516921,36.522,71,0.06,26,21
2026-02-17 07:42:11.516921,36.528,74,0.349,35,38
2026-02-17 07:42:16.516921,36.54,72,0.285,28,34
2026-02-17 07:42:21.516921,36.576,74,0.266,37,22
2026-02-17 07:42:26.516921,36.583,76,0.334,23,34
2026-02-17 07:42:31.516921,36.593,72,0.233,13,26
2026-02-17 07:42:36.516921,36.573,78,0.672,36,38
2026-02-17 07:42:41.516921,36.59,72,0.166,31,10
2026-02-17 07:42:46.516921,36.553,73,0.255,19,28
2026-02-17 07:42:51.516921,36.55,81,0.877,19,20
2026-02-17 07:42:56.516921,36.559,69,0.121,35,33
2026-02-17 07:43:01.516921,36.586,71,0.36,34,27
2026-02-17 07:43:06.516921,36.572,68,0.036,29,10
2026-02-17 07:43:11.516921,36.531,69,0.071,15,39
2026-02-17 07:43:16.516921,36.519,72,0.078,21,13
2026-02-17 07:43:21.516921,36.486,75,0.329,33,14
2026-02-17 07:43:26.516921,36.518,70,0.219,64,56
2026-02-17 07:43:31.516921,36.496,69,0.165,27,22
2026-02-17 07:43:36.516921,36.495,72,0.13,56,40
2026-02-17 07:43:41.516921,36.532,74,0.187,73,64
2026-02-17 07:43:46.516921,36.514,73,0.005,34,15
2026-02-17 07:43:51.516921,36.522,72,0.133,37,19
2026-02-17 07:43:56.516921,36.513,72,0.104,33,11
2026-02-17 07:44:01.516921,36.496,69,0.13,39,39
2026-02-17 07:44:06.516921,36.533,73,0.243,57,62
2026-02-17 07:44:11.516921,36.523,72,0.187,35,10
2026-02-17 07:44:16.516921,36.513,72,0.148,13,16
2026-02-17 07:44:21.516921,36.489,73,0.331,26,17
2026-02-17 07:44:26.516921,36.517,74,0.285,64,65
2026-02-17 07:44:31.516921,36.498,78,0.568,21,29
2026-02-17 07:44:36.516921,36.512,74,0.364,56,62
2026-02-17 07:44:41.516921,36.499,77,0.237,31,34
2026-02-17 07:44:46.516921,36.507,72,0.111,66,60
2026-02-17 07:44:51.516921,36.46,77,0.331,35,10
2026-02-17 07:44:56.516921,36.489,74,0.4,59,50
2026-02-17 07:45:01.516921,36.526,70,0.0,69,50
2026-02-17 07:45:06.516921,36.526,71,0.156,15,39
2026-02-17 07:45:11.516921,36.526,74,0.147,38,28
2026-02-17 07:45:16.516921,36.577,84,0.824,36,27
2026-02-17 07:45:21.516921,36.564,71,0.284,22,15
2026-02-17 07:45:26.516921,36.555,73,0.195,37,31
2026-02-17 07:45:31.516921,36.528,78,0.43,15,18
2026-02-17 07:45:36.516921,36.501,74,0.223,20,17
2026-02-17 07:45:41.516921,36.48,75,0.241,35,32
2026-02-17 07:45:46.516921,36.478,75,0.297,69,56
2026-02-17 07:45:51.516921,36.531,69,0.099,66,60
2026-02-17 07:45:56.516921,36.516,72,0.171,38,11
2026-02-17 07:46:01.516921,36.497,69,0.0,24,11
2026-02-17 07:46:06.516921,36.522,74,0.139,67,53
2026-02-17 07:46:11.516921,36.505,70,0.097,12,24
2026-02-17 07:46:16.516921,36.507,68,0.118,21,23
2026-02-17 07:46:21.516921,36.493,70,0.203,36,12
2026-02-17 07:46:26.516921,36.522,69,0.0,66,69
2026-02-17 07:46:31.516921,36.519,75,0.359,11,11
2026-02-17 07:46:36.516921,36.501,80,0.372,26,21
2026-02-17 07:46:41.516921,36.453,72,0.233,23,18
2026-02-17 07:46:46.516921,36.502,74,0.202,60,57
2026-02-17 07:46:51.516921,36.473,76,0.264,10,38
2026-02-17 07:46:56.516921,36.51,72,0.165,55,47
2026-02-17 07:47:01.516921,36.514,73,0.26,36,28
2026-02-17 07:47:06.516921,36.499,76,0.347,33,27
2026-02-17 07:47:11.516921,36.54,75,0.381,64,62
2026-02-17 07:47:16.516921,36.557,69,0.12,33,26
2026-02-17 07:47:21.516921,36.571,73,0.186,29,33
2026-02-17 07:47:26.516921,36.581,70,0.157,34,34
2026-02-17 07:47:31.516921,36.571,74,0.278,26,22
2026-02-17 07:47:36.516921,36.591,73,0.076,37,12
2026-02-17 07:47:41.516921,36.588,73,0.32,38,39
2026-02-17 07:47:46.516921,36.583,71,0.323,34,36
2026-02-17 07:47:51.516921,36.583,73,0.29,11,23
2026-02-17 07:47:56.516921,36.586,76,0.259,26,16
2026-02-17 07:48:01.516921,36.606,70,0.159,31,13
2026-02-17 07:48:06.516921,36.615,74,0.236,15,38
2026-02-17 07:48:11.516921,36.617,72,0.001,30,11
2026-02-17 07:48:16.516921,36.636,70,0.0,33,36
2026-02-17 07:48:21.516921,36.647,72,0.087,30,35
2026-02-17 07:48:26.516921,36.654,76,0.427,38,22
2026-02-17 07:48:31.516921,36.655,69,0.17,25,27
2026-02-17 07:48:36.516921,36.62,68,0.072,28,27
2026-02-17 07:48:41.516921,36.605,75,0.285,25,23
2026-02-17 07:48:46.516921,36.609,75,0.294,35,31
2026-02-17 07:48:51.516921,36.591,71,0.07,39,32
2026-02-17 07:48:56.516921,36.604,73,0.103,23,29
2026-02-17 07:49:01.516921,36.583,70,0.137,20,32
2026-02-17 07:49:06.516921,36.569,73,0.274,25,24
2026-02-17 07:49:11.516921,36.564,75,0.344,30,19
2026-02-17 07:49:16.516921,36.573,73,0.295,16,30
2026-02-17 07:49:21.516921,36.559,76,0.232,18,18
2026-02-17 07:49:26.516921,36.548,70,0.055,39,18
2026-02-17 07:49:31.516921,36.538,68,0.123,17,37
2026-02-17 07:49:36.516921,36.505,72,0.242,11,12
2026-02-17 07:49:41.516921,36.483,74,0.244,32,18
2026-02-17 07:49:46.516921,36.528,70,0.03,60,42
2026-02-17 07:49:51.516921,36.53,71,0.168,15,26
2026-02-17 07:49:56.516921,36.506,72,0.11,35,35
2026-02-17 07:50:01.516921,36.437,70,0.052,12,22
2026-02-17 07:50:06.516921,36.49,74,0.29,73,53
2026-02-17 07:50:11.516921,36.56,71,0.206,62,68
2026-02-17 07:50:16.516921,36.578,73,0.344,24,36
2026-02-17 07:50:21.516921,36.584,71,0.171,15,39
2026-02-17 07:50:26.516921,36.612,71,0.229,36,14
2026-02-17 07:50:31.516921,36.607,71,0.196,26,30
2026-02-17 07:50:36.516921,36.608,69,0.212,22,37
2026-02-17 07:50:41.516921,36.615,72,0.058,33,30
2026-02-17 07:50:46.516921,36.615,71,0.183,17,17
2026-02-17 07:50:51.516921,36.64,70,0.106,33,36
2026-02-17 07:50:56.516921,36.622,76,0.299,10,19
2026-02-17 07:51:01.516921,36.601,71,0.161,23,30
2026-02-17 07:51:06.516921,36.616,73,0.311,27,35
2026-02-17 07:51:11.516921,36.604,70,0.08,34,27
2026-02-17 07:51:16.516921,36.577,71,0.113,36,23
2026-02-17 07:51:21.516921,36.602,74,0.154,12,36
